apple,soup,banana,chips
coriander,cumin,sausages,yoghurt
coriander,gems,pear,biscuits
toffee,bun,oil,milk
grapes,fizzy,drink,buttermilk
turmeric,grapes,banana,yoghurt
grapes,nuts,pepper,biscuits
gems,apple,pear,cumin
nuts,lolly,apple,rice
sausages,coriander,maggi,banana
fizzy,drink,turmeric,cheese
onion,sugar,bun,fizzy
chips,pear,toffee,biscuits
soda,maggi,butter,soda
bun,tea,mango,cumin
jam,milk,fizzy,drink
cereal,cheese,orange,mango
cheese,potato,chips,toffee
coffee,toffee,almonds,potato
turmeric,almonds,potato,sugar
chocolates,tang,chocolates,chips
rice,gems,gems,pear
cashews,chips,cashews,nuts
soup,cumin,biscuits,yoghurt
banana,onion,fizzy,drink
salt,potato,eggs,oil
ketchup,tang,gems,buttermilk
soda,maggi,flour,cardamom
mango,cereal,mango,nuts
lemonade,chips,mango,coffee
candy,soup,salt,yoghurt
pulse,sausages,cereal,tomato
cheese,soup,potato,eggs
cereal,coffee,buttermilk,rice
oil,almonds,milk,cardamom
gems,turmeric,soda,tea
chips,orange,sugar,buttermilk
cardamom,soup,cashews,chocolates
apple,candy,banana,cashews
cereal,lemonade,lolly,sausages
onion,apple,cashews,fizzy
candy,soup,turmeric,soup
tea,turmeric,cashews,soup
buttermilk,cumin,oil,fizzy
biscuits,butter,cashews,rice
pulse,salt,almonds,onion
apple,coffee,ketchup,lemonade
jam,soda,grapes,bun
biscuits,nuts,soda,apple
banana,cardamom,cereal,soda
cashews,chocolates,bun,tea
potato,jam,maggi,oil
potato,gems,sausages,toffee
onion,sugar,oil,soup
onion,flour,lolly,soda
apple,cheese,cardamom,turmeric
oil,mango,tea,milk
soda,soup,tang,lolly
fizzy,drink,biscuits,soup
tea,potato,grapes,onion
turmeric,turmeric,soup,sugar
coffee,bread,biscuits,pulse
pepper,ketchup,oil,fizzy
tang,tomato,tang,cheese
sugar,tea,yoghurt,tomato
eggs,soup,almonds,soup
flour,tang,yoghurt,coffee
butter,turmeric,almonds,cumin
cashews,bread,cardamom,onion
pear,cardamom,lolly,sugar
butter,yoghurt,flour,turmeric
toffee,turmeric,tea,cumin
cardamom,salt,biscuits,rice
lemonade,sausages,orange,cumin
pulse,soup,buttermilk,biscuits
oil,cumin,coffee,ketchup
sugar,cardamom,lemonade,bun
pear,nuts,pear,bread
coffee,almonds,fizzy,drink
rice,candy,pepper,chocolates
sugar,pear,coriander,toffee
pepper,chips,cereal,coriander
soda,sugar,onion,jam
sausages,chips,sugar,maggi
cereal,lolly,gems,lemonade
sausages,biscuits,chocolates,turmeric
butter,potato,potato,lemonade
turmeric,salt,fizzy,drink
coriander,ketchup,coffee,onion
soda,cumin,lolly,cumin
ketchup,candy,soda,tang
eggs,lolly,cardamom,coffee
potato,banana,apple,pepper
cardamom,nuts,orange,yoghurt
salt,pulse,salt,candy
chips,toffee,salt,cumin
nuts,banana,fizzy,drink
fizzy,drink,butter,almonds
tang,flour,flour,cashews
pepper,candy,gems,milk
jam,grapes,cumin,pepper
chips,jam,soup,milk
oil,jam,turmeric,yoghurt
grapes,bread,oil,jam
yoghurt,almonds,toffee,yoghurt
cumin,grapes,eggs,buttermilk
cheese,cumin,cardamom,bread
cardamom,oil,eggs,orange
mango,fizzy,drink,sausages
coriander,bread,almonds,turmeric
flour,banana,chips,cashews
maggi,bun,sausages,lolly
flour,turmeric,jam,grapes
yoghurt,eggs,chips,tea
cereal,soup,lolly,cereal
tang,fizzy,drink,apple
pear,biscuits,sausages,flour
biscuits,grapes,cereal,orange
cashews,yoghurt,bun,lolly
salt,orange,soup,toffee
bread,nuts,bread,pear
chocolates,sausages,soda,sugar
salt,buttermilk,cashews,cashews
cumin,mango,cashews,eggs
pulse,gems,chocolates,gems
chocolates,cashews,butter,potato
lolly,mango,biscuits,ketchup
cheese,chips,tea,milk
buttermilk,cheese,oil,tang
soda,chocolates,cardamom,toffee
tomato,bread,turmeric,pear
butter,cereal,biscuits,ketchup
onion,onion,yoghurt,cumin
coriander,candy,onion,flour
bun,biscuits,candy,butter
eggs,butter,fizzy,drink
turmeric,almonds,mango,toffee
milk,jam,ketchup,oil
maggi,apple,cheese,banana
turmeric,toffee,cardamom,cheese
bun,rice,butter,chips
turmeric,milk,yoghurt,tea
ketchup,onion,rice,tang
almonds,orange,rice,chocolates
ketchup,coffee,sugar,candy
jam,cereal,cumin,potato
rice,cumin,butter,toffee
coriander,turmeric,cumin,cheese
pepper,maggi,chocolates,tomato
almonds,mango,bread,bun
orange,eggs,orange,fizzy
potato,grapes,cheese,toffee
soda,pulse,toffee,bun
pulse,lolly,turmeric,banana
yoghurt,sausages,maggi,lemonade
salt,cashews,sausages,tang
yoghurt,flour,chips,salt
lolly,grapes,toffee,sausages
oil,cashews,apple,cashews
chips,sausages,candy,tomato
potato,soup,biscuits,bun
chips,pepper,milk,toffee
flour,tomato,sugar,turmeric
lolly,coriander,candy,cheese
butter,ketchup,eggs,tang
cereal,yoghurt,sugar,biscuits
ketchup,milk,chips,tang
candy,cashews,sausages,oil
chips,apple,mango,pepper
mango,sugar,pepper,potato
rice,grapes,lemonade,coffee
bun,tomato,pear,nuts
onion,onion,orange,tomato
orange,cumin,chips,maggi
lemonade,eggs,ketchup,grapes
cashews,flour,banana,cumin
gems,onion,pulse,jam
banana,lolly,buttermilk,bread
yoghurt,toffee,lemonade,bread
salt,sausages,candy,tang
orange,orange,tomato,maggi
cardamom,soda,onion,biscuits
milk,sausages,fizzy,drink
eggs,nuts,fizzy,drink
mango,cardamom,chocolates,tea
chips,toffee,cashews,orange
cashews,candy,turmeric,pulse
sausages,almonds,fizzy,drink
cardamom,pepper,pear,eggs
milk,buttermilk,milk,milk
tea,rice,maggi,fizzy
apple,milk,soda,soup
orange,tomato,potato,bread
bread,soda,eggs,almonds
lolly,nuts,grapes,pear
salt,lemonade,toffee,nuts
fizzy,drink,salt,onion
apple,jam,bun,potato
almonds,eggs,cheese,jam
chocolates,gems,lolly,cheese
mango,pulse,almonds,pulse
milk,onion,sausages,turmeric
coriander,toffee,cereal,buttermilk
soup,coriander,coffee,soup
toffee,nuts,orange,biscuits
tea,cumin,chips,cashews
cheese,soda,soda,sausages
milk,eggs,pepper,potato
toffee,sausages,rice,cheese
yoghurt,milk,rice,salt
cereal,orange,pear,sausages
potato,turmeric,salt,biscuits
apple,yoghurt,flour,lolly
bread,lemonade,tea,coriander
yoghurt,sugar,milk,cardamom
bread,salt,banana,onion
chocolates,orange,milk,nuts
bread,sugar,maggi,mango
tang,coriander,cheese,ketchup
oil,soup,tea,lolly
grapes,coriander,coffee,bun
cheese,rice,mango,bread
milk,onion,cereal,apple
pear,buttermilk,bread,oil
banana,cereal,grapes,mango
cheese,apple,pear,cashews
biscuits,bun,grapes,butter
jam,pepper,coriander,butter
orange,onion,ketchup,sugar
rice,lemonade,yoghurt,cardamom
buttermilk,maggi,cashews,onion
bun,bun,potato,onion
soda,cheese,flour,chips
maggi,cashews,lemonade,sausages
lolly,tea,cashews,coffee
apple,cumin,turmeric,candy
candy,tang,oil,orange
butter,buttermilk,chips,flour
buttermilk,flour,banana,apple
ketchup,turmeric,cumin,onion
maggi,biscuits,butter,cashews
butter,yoghurt,candy,apple
coffee,turmeric,chocolates,tomato
orange,grapes,buttermilk,cumin
chips,tea,buttermilk,ketchup
jam,maggi,chips,grapes
cardamom,fizzy,drink,potato
buttermilk,tang,chocolates,almonds
cereal,orange,toffee,almonds
pulse,pear,eggs,pulse
bun,tea,soda,chips
pulse,flour,eggs,lemonade
cheese,tomato,toffee,lolly
sausages,sausages,tang,toffee
rice,potato,soup,sugar
bun,cashews,bun,mango
jam,pulse,rice,cardamom
coriander,lemonade,sugar,lolly
oil,orange,cereal,nuts
coriander,jam,almonds,candy
cheese,candy,biscuits,chips
gems,coriander,cardamom,flour
soda,nuts,lolly,biscuits
banana,almonds,pulse,lolly
tea,biscuits,coriander,soup
sausages,potato,sausages,yoghurt
cardamom,potato,rice,bun
potato,eggs,onion,bread
buttermilk,candy,gems,sausages
salt,biscuits,cereal,almonds
tomato,mango,apple,soup
cashews,buttermilk,sugar,buttermilk
milk,maggi,yoghurt,tang
cheese,butter,biscuits,orange
tang,biscuits,banana,pulse
pepper,cashews,bun,ketchup
cashews,potato,tang,bread
cardamom,sausages,sugar,chocolates
sugar,potato,nuts,sausages
buttermilk,pulse,cardamom,chocolates
pulse,tomato,almonds,yoghurt
buttermilk,rice,flour,oil
cumin,orange,orange,lolly
bread,lolly,onion,tea
sugar,butter,banana,apple
yoghurt,cheese,onion,salt
soda,salt,cumin,onion
flour,rice,lemonade,cumin
eggs,salt,cheese,grapes
maggi,bread,nuts,bun
maggi,cumin,coffee,butter
cumin,soup,eggs,potato
pulse,tea,bread,bread
nuts,oil,bread,almonds
tang,onion,grapes,buttermilk
ketchup,lolly,pepper,almonds
milk,rice,yoghurt,pulse
cashews,oil,rice,apple
gems,eggs,jam,yoghurt
potato,coffee,eggs,jam
onion,milk,bun,grapes
cereal,mango,rice,nuts
toffee,butter,jam,mango
orange,lolly,milk,grapes
bun,potato,turmeric,sugar
oil,gems,grapes,ketchup
pear,potato,grapes,lemonade
sugar,oil,bun,grapes
cardamom,buttermilk,pepper,potato
rice,chocolates,mango,turmeric
pulse,mango,pulse,orange
cashews,chips,orange,flour
sausages,cashews,cheese,soda
bun,milk,turmeric,turmeric
grapes,tang,cheese,bun
sugar,maggi,soup,almonds
eggs,nuts,fizzy,drink
maggi,gems,soup,lolly
cardamom,onion,cheese,toffee
bun,candy,butter,salt
chips,soda,soda,mango
cashews,cereal,nuts,grapes
soup,cashews,soda,turmeric
cashews,turmeric,tea,jam
coriander,potato,bun,flour
gems,yoghurt,onion,banana
biscuits,tang,cumin,almonds
banana,maggi,jam,lolly
cashews,cereal,lemonade,ketchup
jam,yoghurt,tea,cumin
chips,soda,jam,tea
milk,turmeric,grapes,onion
cumin,nuts,yoghurt,tea
nuts,nuts,jam,salt
maggi,cashews,tea,buttermilk
milk,banana,nuts,maggi
bread,lemonade,candy,bun
lolly,eggs,nuts,apple
coffee,banana,yoghurt,buttermilk
rice,grapes,jam,chocolates
almonds,tea,grapes,pepper
ketchup,sugar,pepper,jam
fizzy,drink,cashews,bread
milk,soda,coriander,onion
coffee,turmeric,grapes,milk
orange,orange,milk,bun
oil,pulse,cheese,toffee
pepper,chocolates,tea,milk
ketchup,chocolates,potato,yoghurt
buttermilk,cumin,cumin,lemonade
grapes,buttermilk,chocolates,turmeric
apple,onion,oil,tea
sausages,coffee,toffee,turmeric
banana,oil,yoghurt,tomato
eggs,soda,toffee,candy
eggs,biscuits,milk,lolly
nuts,toffee,oil,gems
bun,sugar,sausages,candy
toffee,candy,maggi,flour
candy,lemonade,tea,orange
onion,oil,tang,flour
maggi,eggs,cheese,cardamom
eggs,pear,chips,bread
yoghurt,coriander,lolly,bun
apple,oil,fizzy,drink
biscuits,milk,pulse,pepper
toffee,tomato,almonds,pepper
apple,potato,onion,bread
biscuits,turmeric,gems,salt
pulse,soup,grapes,sausages
fizzy,drink,chips,sausages
tang,chips,banana,pulse
pear,yoghurt,tea,tang
rice,sugar,nuts,sausages
soda,sugar,jam,cereal
cheese,tang,tea,sausages
onion,almonds,grapes,buttermilk
coriander,soup,turmeric,tang
tang,jam,fizzy,drink
coffee,sausages,cumin,cardamom
coffee,potato,nuts,cheese
fizzy,drink,turmeric,apple
orange,tea,grapes,pulse
biscuits,oil,bun,gems
biscuits,sausages,salt,coffee
sugar,grapes,bread,chips
chocolates,yoghurt,soda,coffee
chips,jam,tomato,cheese
coriander,soup,lemonade,biscuits
apple,lemonade,soup,bun
onion,pepper,onion,cashews
soup,coffee,fizzy,drink
banana,gems,onion,bread
coriander,tang,cereal,cardamom
ketchup,toffee,soup,pepper
toffee,ketchup,banana,banana
potato,grapes,tea,bread
sausages,chocolates,cardamom,chips
salt,flour,buttermilk,yoghurt
eggs,flour,salt,ketchup
mango,cashews,cheese,pepper
mango,turmeric,sugar,apple
lolly,pear,apple,toffee
sausages,fizzy,drink,pulse
biscuits,pepper,bun,toffee
milk,almonds,apple,lemonade
apple,sausages,toffee,eggs
salt,cumin,lolly,mango
rice,banana,apple,coffee
chocolates,pear,cashews,soda
cereal,grapes,almonds,lolly
sugar,chocolates,gems,soup
tomato,tang,toffee,gems
chocolates,yoghurt,tomato,turmeric
jam,soup,pulse,milk
almonds,ketchup,soda,buttermilk
bread,cumin,grapes,lolly
cereal,banana,fizzy,drink
cardamom,cereal,cumin,biscuits
butter,pulse,sausages,maggi
cereal,milk,candy,ketchup
orange,sausages,grapes,maggi
gems,bun,pulse,cumin
jam,rice,lolly,banana
orange,lolly,fizzy,drink
gems,chips,flour,cheese
sausages,onion,soda,gems
almonds,coffee,coriander,mango
sugar,cardamom,turmeric,tang
cheese,milk,cheese,bun
coffee,bread,onion,cumin
orange,apple,grapes,grapes
cumin,coffee,rice,tea
flour,bun,soda,turmeric
toffee,yoghurt,tomato,flour
cardamom,tang,cashews,orange
mango,butter,cashews,cheese
apple,toffee,soup,sausages
maggi,orange,soda,fizzy
yoghurt,grapes,cereal,apple
toffee,oil,coriander,candy
nuts,chips,pulse,yoghurt
cashews,ketchup,gems,butter
lemonade,jam,bread,chips
butter,toffee,turmeric,eggs
chocolates,gems,maggi,cashews
yoghurt,pulse,banana,yoghurt
butter,chocolates,tomato,chocolates
almonds,grapes,soda,butter
salt,pepper,jam,gems
yoghurt,cashews,banana,salt
sugar,salt,jam,nuts
nuts,chips,tang,jam
coriander,ketchup,pepper,milk
biscuits,biscuits,pepper,turmeric
buttermilk,onion,maggi,sugar
chocolates,tea,bun,tea
cheese,tang,tomato,banana
rice,sugar,salt,orange
maggi,orange,candy,oil
soup,cashews,potato,nuts
flour,chocolates,toffee,lemonade
coffee,coriander,cardamom,chocolates
candy,potato,toffee,cashews
cheese,lolly,soup,chips
gems,cumin,jam,jam
cashews,yoghurt,butter,maggi
apple,coriander,sugar,coriander
nuts,ketchup,soda,almonds
nuts,fizzy,drink,sugar
cereal,soup,pepper,lemonade
jam,chocolates,soda,cumin
oil,nuts,soup,gems
banana,lolly,lemonade,tomato
lemonade,flour,eggs,maggi
soda,almonds,candy,butter
eggs,pulse,flour,yoghurt
biscuits,fizzy,drink,toffee
sugar,milk,sausages,pepper
pulse,butter,jam,banana
ketchup,lolly,buttermilk,flour
sugar,coriander,mango,soup
candy,toffee,soda,biscuits
nuts,mango,lemonade,cumin
cheese,cheese,turmeric,sausages
cashews,grapes,bread,coriander
sugar,almonds,soda,soup
cumin,tea,candy,gems
toffee,toffee,fizzy,drink
soup,orange,bun,pepper
potato,salt,bun,cumin
lolly,maggi,soup,cheese
candy,banana,cardamom,milk
lolly,turmeric,fizzy,drink
gems,eggs,cereal,apple
cheese,almonds,jam,cereal
maggi,soda,biscuits,toffee
pepper,sugar,jam,bun
jam,pulse,cashews,eggs
bread,chocolates,oil,pear
salt,jam,chocolates,candy
cumin,gems,ketchup,lolly
coffee,gems,rice,oil
yoghurt,cereal,soup,flour
cumin,chips,coffee,pulse
yoghurt,nuts,apple,cashews
coffee,buttermilk,grapes,mango
apple,cereal,biscuits,grapes
almonds,tomato,sausages,salt
jam,chocolates,cheese,flour
candy,salt,pear,banana
gems,eggs,orange,grapes
biscuits,toffee,fizzy,drink
flour,jam,apple,lolly
sausages,grapes,bun,lolly
nuts,chocolates,eggs,coffee
yoghurt,chocolates,cumin,chocolates
eggs,bread,sausages,bread
fizzy,drink,bun,lolly
almonds,bun,apple,candy
buttermilk,pulse,jam,chips
fizzy,drink,yoghurt,sugar
tang,rice,cashews,pulse
orange,pulse,salt,lemonade
orange,grapes,bread,potato
cheese,mango,tomato,maggi
jam,chips,flour,potato
rice,cashews,ketchup,banana
grapes,pear,cheese,candy
cereal,lolly,bun,apple
onion,biscuits,buttermilk,rice
cereal,cereal,bread,eggs
candy,flour,grapes,nuts
lemonade,almonds,bread,buttermilk
tomato,coffee,pear,tea
tang,eggs,ketchup,pear
cheese,flour,chocolates,maggi
fizzy,drink,bun,fizzy
onion,onion,almonds,nuts
nuts,apple,biscuits,butter
oil,cashews,salt,candy
bun,soup,pear,milk
chocolates,tang,bread,cashews
toffee,mango,sugar,soup
tea,soda,potato,eggs
rice,butter,cashews,biscuits
lolly,sausages,soup,pear
pear,pear,buttermilk,bun
apple,cereal,cashews,cereal
butter,bread,potato,pear
lolly,rice,candy,coffee
butter,salt,biscuits,turmeric
bread,tomato,chocolates,grapes
chips,orange,chocolates,apple
cashews,milk,orange,sugar
pear,eggs,buttermilk,onion
eggs,onion,soup,cereal
coriander,milk,cumin,lolly
chocolates,bun,butter,eggs
cereal,milk,coriander,fizzy
cheese,tang,candy,candy
lemonade,bun,cardamom,toffee
tea,jam,bun,tomato
turmeric,sugar,pulse,eggs
sugar,chips,turmeric,toffee
pulse,fizzy,drink,cheese
sausages,chips,butter,mango
pulse,sausages,cashews,gems
pulse,buttermilk,grapes,salt
bun,rice,chips,grapes
cheese,candy,soup,lolly
oil,apple,chocolates,apple
butter,pear,biscuits,grapes
butter,coriander,apple,banana
tang,banana,sausages,tang
fizzy,drink,cheese,pulse
cereal,cashews,tea,biscuits
tomato,turmeric,cashews,sausages
yoghurt,chips,pepper,candy
rice,banana,tang,toffee
sausages,rice,candy,jam
banana,cardamom,flour,apple
apple,bun,tea,maggi
chocolates,sugar,milk,eggs
bun,sausages,chips,chocolates
sugar,sausages,tea,coffee
lemonade,cereal,banana,soup
bread,ketchup,milk,oil
mango,pepper,salt,bread
soda,turmeric,tea,biscuits
chocolates,coffee,apple,pepper
cheese,fizzy,drink,chips
biscuits,salt,tang,biscuits
pear,milk,pepper,coriander
biscuits,eggs,pear,tomato
coriander,lemonade,tea,tea
pepper,oil,tea,grapes
cereal,chocolates,cardamom,gems
soda,coriander,tea,nuts
tang,mango,bun,cereal
coriander,bun,milk,bun
rice,milk,cheese,bun
lemonade,flour,buttermilk,lolly
tea,gems,cumin,grapes
cashews,nuts,eggs,eggs
maggi,orange,cashews,toffee
oil,sausages,bun,chocolates
cumin,eggs,apple,lemonade
almonds,jam,yoghurt,tea
buttermilk,candy,pulse,candy
potato,sausages,sausages,pepper
butter,tomato,sausages,soda
cardamom,potato,maggi,tang
sausages,tea,tomato,pulse
onion,gems,buttermilk,potato
potato,onion,tea,orange
turmeric,flour,butter,biscuits
turmeric,potato,ketchup,yoghurt
pulse,cashews,sausages,buttermilk
pepper,chips,rice,eggs
turmeric,jam,biscuits,sugar
pulse,milk,butter,sausages
buttermilk,grapes,cumin,buttermilk
onion,bread,fizzy,drink
almonds,ketchup,mango,tang
turmeric,coriander,pulse,chocolates
lemonade,cereal,yoghurt,salt
milk,chocolates,gems,pepper
yoghurt,tea,tea,gems
milk,ketchup,cashews,yoghurt
bread,bread,toffee,almonds
cereal,lolly,lolly,ketchup
turmeric,cheese,bread,cashews
ketchup,sausages,butter,maggi
cumin,fizzy,drink,grapes
orange,butter,tea,yoghurt
tea,maggi,oil,oil
tomato,gems,sugar,turmeric
gems,gems,sausages,tomato
maggi,sugar,almonds,onion
sugar,orange,eggs,oil
chocolates,toffee,eggs,banana
orange,toffee,toffee,potato
pepper,bun,lemonade,almonds
cashews,turmeric,bun,candy
pepper,tang,biscuits,butter
sausages,grapes,pepper,tea
bun,rice,soda,sugar
biscuits,cheese,bun,coffee
chips,nuts,tang,onion
mango,sugar,fizzy,drink
tomato,cardamom,cumin,jam
coriander,yoghurt,chips,cashews
jam,apple,pear,buttermilk
eggs,chips,toffee,gems
cashews,salt,mango,biscuits
coriander,bread,cashews,lemonade
butter,bun,almonds,buttermilk
banana,cumin,sugar,apple
potato,almonds,butter,fizzy
cheese,butter,turmeric,chips
sausages,orange,gems,soda
flour,orange,bread,mango
coriander,salt,pulse,soda
cardamom,coriander,buttermilk,grapes
bread,tea,milk,ketchup
mango,yoghurt,toffee,coriander
lemonade,coffee,buttermilk,grapes
onion,tomato,lemonade,pear
milk,sugar,mango,banana
soup,gems,maggi,butter
chips,sausages,sugar,chocolates
pulse,fizzy,drink,chips
pear,cashews,apple,jam
almonds,fizzy,drink,rice
bun,maggi,orange,sugar
rice,cereal,milk,pepper
tang,lolly,nuts,sausages
soda,butter,bun,coriander
sugar,mango,pepper,butter
jam,sausages,oil,almonds
eggs,candy,cashews,apple
cumin,lolly,biscuits,sugar
coffee,sugar,flour,cashews
pear,milk,jam,pepper
apple,grapes,gems,tang
flour,lolly,cumin,lemonade
turmeric,sugar,mango,pepper
bread,tang,lemonade,cereal
coffee,coriander,tang,biscuits
rice,biscuits,tang,rice
toffee,jam,chips,banana
cheese,toffee,salt,milk
orange,soda,pear,soup
pear,almonds,orange,sausages
candy,turmeric,rice,turmeric
orange,cheese,ketchup,onion
buttermilk,banana,soup,pear
cumin,lolly,fizzy,drink
nuts,biscuits,bread,bread
maggi,coffee,oil,lolly
pepper,pepper,milk,eggs
apple,flour,oil,pear
fizzy,drink,mango,oil
buttermilk,almonds,soda,sausages
biscuits,almonds,biscuits,pepper
bread,apple,biscuits,salt
banana,mango,cashews,soda
butter,cumin,tomato,cardamom
grapes,gems,grapes,potato
lolly,rice,milk,grapes
pear,mango,tang,cereal
rice,turmeric,bun,cheese
banana,salt,coffee,coriander
yoghurt,cashews,lemonade,biscuits
oil,apple,cardamom,tomato
oil,pepper,gems,candy
butter,apple,chips,cumin
eggs,pulse,turmeric,buttermilk
coriander,onion,chips,flour
coriander,bun,bread,chocolates
onion,coriander,yoghurt,butter
bun,cumin,pulse,salt
jam,buttermilk,cardamom,biscuits
soup,orange,pepper,eggs
gems,turmeric,candy,sugar
banana,chips,flour,grapes
jam,butter,oil,pepper
coffee,lolly,grapes,rice
tea,rice,pulse,orange
chocolates,biscuits,cereal,tea
sausages,pulse,toffee,tea
rice,tang,pulse,tang
cereal,oil,milk,cardamom
lolly,biscuits,tea,mango
turmeric,chocolates,lemonade,nuts
chocolates,turmeric,biscuits,candy
banana,nuts,grapes,cereal
onion,cardamom,biscuits,nuts
oil,coffee,biscuits,coffee
rice,pear,rice,oil
apple,banana,tomato,pulse
pear,gems,chocolates,banana
buttermilk,coriander,apple,coriander
cardamom,cardamom,eggs,sugar
nuts,toffee,turmeric,sausages
oil,buttermilk,jam,soda
cashews,candy,mango,chips
onion,apple,bread,coffee
chocolates,apple,biscuits,milk
bread,mango,candy,buttermilk
orange,flour,biscuits,tea
buttermilk,yoghurt,almonds,apple
lolly,pepper,cardamom,chocolates
yoghurt,cheese,onion,cashews
oil,buttermilk,chips,tomato
gems,apple,almonds,cereal
cumin,nuts,cardamom,coriander
grapes,fizzy,drink,lemonade
jam,almonds,grapes,lemonade
milk,flour,tea,salt
maggi,pulse,almonds,cheese
sugar,ketchup,pulse,orange
flour,chocolates,oil,pear
coffee,oil,cardamom,pepper
grapes,butter,butter,grapes
chips,toffee,biscuits,rice
yoghurt,tang,pulse,chocolates
potato,pulse,soda,cereal
milk,mango,cereal,tomato
almonds,sausages,cheese,butter
banana,eggs,orange,oil
potato,tea,fizzy,drink
eggs,almonds,tea,pepper
bun,tomato,flour,biscuits
onion,buttermilk,cashews,almonds
turmeric,butter,toffee,cashews
mango,nuts,oil,cheese
tomato,chips,tea,mango
salt,soup,ketchup,orange
toffee,cardamom,jam,cheese
grapes,grapes,pulse,biscuits
eggs,lemonade,milk,banana
potato,oil,cumin,lolly
buttermilk,jam,yoghurt,turmeric
gems,tang,soup,candy
lemonade,ketchup,soda,lemonade
milk,maggi,chocolates,maggi
banana,soup,chocolates,bun
onion,pepper,fizzy,drink
cardamom,candy,candy,chocolates
yoghurt,gems,oil,ketchup
tang,turmeric,pear,mango
soup,potato,oil,cereal
cashews,lolly,yoghurt,oil
ketchup,cheese,jam,almonds
yoghurt,turmeric,milk,butter
butter,sugar,tea,pepper
tea,tea,pear,salt
grapes,sausages,gems,maggi
grapes,turmeric,pepper,coffee
grapes,salt,lemonade,cashews
fizzy,drink,gems,cardamom
cashews,orange,pear,potato
gems,chocolates,cardamom,bread
ketchup,lemonade,biscuits,eggs
sausages,buttermilk,cereal,rice
sausages,orange,lemonade,onion
grapes,cashews,bun,butter
bun,maggi,yoghurt,chocolates
chips,pepper,toffee,butter
lemonade,gems,coriander,pepper
mango,bun,almonds,pulse
bun,biscuits,chocolates,coriander
grapes,apple,lolly,toffee
turmeric,eggs,yoghurt,fizzy
banana,lemonade,pepper,gems
buttermilk,potato,bread,salt
jam,yoghurt,buttermilk,butter
gems,yoghurt,potato,oil
tang,turmeric,coriander,eggs
yoghurt,tea,yoghurt,potato
milk,mango,rice,apple
lolly,gems,banana,chips
lolly,soup,grapes,soda
orange,butter,nuts,chocolates
yoghurt,cardamom,chips,bun
lemonade,toffee,buttermilk,rice
yoghurt,candy,lolly,flour
turmeric,banana,turmeric,bread
coffee,jam,cereal,orange
lolly,ketchup,buttermilk,sugar
cumin,biscuits,orange,bread
salt,cardamom,candy,chocolates
eggs,cereal,pepper,sugar
salt,onion,mango,nuts
fizzy,drink,soda,sausages
flour,chocolates,tea,gems
potato,soup,ketchup,rice
pear,chips,grapes,toffee
jam,salt,lemonade,soup
cereal,pear,tomato,yoghurt
flour,lolly,tea,gems
salt,butter,cheese,cheese
nuts,soda,bread,buttermilk
oil,eggs,oil,salt
cumin,cardamom,maggi,cereal
bread,maggi,nuts,nuts
mango,nuts,pulse,onion
sugar,apple,candy,lemonade
cashews,toffee,toffee,cashews
gems,lemonade,candy,chips
pepper,grapes,salt,soup
cashews,tea,apple,eggs
pear,cardamom,chocolates,lemonade
flour,gems,grapes,tomato
butter,apple,chips,grapes
sugar,butter,biscuits,banana
onion,chocolates,pulse,buttermilk
ketchup,pepper,biscuits,cardamom
